position,origin_generation,abs_population_freq,selection_coefficient,dominance_coefficient,active_mutations,current_generation
5000.794838,2,1,1,0.5,1,100004
5000.794838,3,1,1,0.5,1,100005
5000.794838,4,3,1,0.5,1,100006
5000.794838,5,8,1,0.5,1,100007
5000.794838,6,18,1,0.5,1,100008
5000.794838,7,38,1,0.5,1,100009
5000.794838,8,78,1,0.5,1,100010
5000.794838,9,137,1,0.5,1,100011
5000.794838,10,265,1,0.5,1,100012
5000.794838,11,399,1,0.5,1,100013
5000.794838,12,521,1,0.5,1,100014
5000.794838,13,661,1,0.5,1,100015
5000.794838,14,757,1,0.5,1,100016
5000.794838,15,815,1,0.5,1,100017
5000.794838,16,877,1,0.5,1,100018
5000.794838,17,922,1,0.5,1,100019
5000.794838,18,959,1,0.5,1,100020
5000.794838,19,972,1,0.5,1,100021
5000.794838,20,983,1,0.5,1,100022
5000.794838,21,988,1,0.5,1,100023
5000.794838,22,993,1,0.5,1,100024
5000.794838,23,993,1,0.5,1,100025
5000.794838,24,993,1,0.5,1,100026
5000.794838,25,996,1,0.5,1,100027
5000.794838,26,995,1,0.5,1,100028
5000.794838,27,995,1,0.5,1,100029
5000.794838,28,999,1,0.5,1,100030
5000.794838,29,1000,1,0.5,1,100031
5000.794838,30,1000,1,0.5,1,100032
5000.794838,31,1000,1,0.5,1,100033
5000.794838,32,1000,1,0.5,1,100034
5000.794838,33,1000,1,0.5,1,100035
5000.794838,34,1000,1,0.5,1,100036
5000.794838,35,1000,1,0.5,1,100037
5000.794838,36,1000,1,0.5,1,100038
5000.794838,37,1000,1,0.5,1,100039
5000.794838,38,1000,1,0.5,1,100040
5000.794838,39,1000,1,0.5,1,100041
5000.794838,40,1000,1,0.5,1,100042
5000.794838,41,1000,1,0.5,1,100043
5000.794838,42,1000,1,0.5,1,100044
5000.794838,43,1000,1,0.5,1,100045
5000.794838,44,1000,1,0.5,1,100046
5000.794838,45,1000,1,0.5,1,100047
5000.794838,46,1000,1,0.5,1,100048
5000.794838,47,1000,1,0.5,1,100049
5000.794838,48,1000,1,0.5,1,100050
5000.794838,49,1000,1,0.5,1,100051
5000.794838,50,1000,1,0.5,1,100052
5000.794838,51,1000,1,0.5,1,100053
5000.794838,52,1000,1,0.5,1,100054
5000.794838,53,1000,1,0.5,1,100055
5000.794838,54,1000,1,0.5,1,100056
5000.794838,55,1000,1,0.5,1,100057
5000.794838,56,1000,1,0.5,1,100058
5000.794838,57,1000,1,0.5,1,100059
5000.794838,58,1000,1,0.5,1,100060
5000.794838,59,1000,1,0.5,1,100061
5000.794838,60,1000,1,0.5,1,100062
5000.794838,61,1000,1,0.5,1,100063
5000.794838,62,1000,1,0.5,1,100064
5000.794838,63,1000,1,0.5,1,100065
5000.794838,64,1000,1,0.5,1,100066
5000.794838,65,1000,1,0.5,1,100067
5000.794838,66,1000,1,0.5,1,100068
5000.794838,67,1000,1,0.5,1,100069
5000.794838,68,1000,1,0.5,1,100070
5000.794838,69,1000,1,0.5,1,100071
5000.794838,70,1000,1,0.5,1,100072
5000.794838,71,1000,1,0.5,1,100073
5000.794838,72,1000,1,0.5,1,100074
5000.794838,73,1000,1,0.5,1,100075
5000.794838,74,1000,1,0.5,1,100076
5000.794838,75,1000,1,0.5,1,100077
5000.794838,76,1000,1,0.5,1,100078
5000.794838,77,1000,1,0.5,1,100079
5000.794838,78,1000,1,0.5,1,100080
5000.794838,79,1000,1,0.5,1,100081
5000.027437,0,1,1,0.5,1,100001
5000.027437,1,1,1,0.5,1,100002
5000.027437,2,1,1,0.5,1,100003
